name,taxid,reads,relative,contributors,coverage,rank,id,agora_id
Butyrivibrio proteoclasticus,43305,18,0.000265326277619729,1,0.000237008,species,ERR321202,
Treponema denticola,158,12,0.000176884185079819,1,0.000251127,species,ERR321202,
Streptobacillus moniliformis,34105,5,7.37017437832579e-05,1,0.000173311,species,ERR321202,
Ruminococcus champanellensis,1161942,23,0.000339028021402986,1,0.000518419,species,ERR321202,Ruminococcus_champanellensis_18P13
Haemophilus parainfluenzae,729,40,0.000589613950266063,1,0.00111171,species,ERR321202,Haemophilus_parainfluenzae_T3T1
Prevotella melaninogenica,28132,111,0.00163617871198833,1,0.00203201,species,ERR321202,Prevotella_melaninogenica_ATCC_25845
Finegoldia magna,1260,7,0.000103182441296561,1,0.000211867,species,ERR321202,Finegoldia_magna_ATCC_29328
Fusobacterium nucleatum,851,25,0.00036850871891629,4,0.000639142,species,ERR321202,Fusobacterium_nucleatum_subsp_animalis_3_1_33|Fusobacterium_nucleatum_subsp_animalis_7_1|Fusobacterium_nucleatum_subsp_animalis_D11|Fusobacterium_nucleatum_subsp_vincentii_3_1_27|Fusobacterium_nucleatum_subsp_vincentii_3_1_36A2|Fusobacterium_nucleatum_subsp_vincentii_4_1_13|Fusobacterium_sp_4_8
Mageeibacillus indolicus,884684,10,0.000147403487566516,1,0.000320487,species,ERR321202,
Streptococcus salivarius,1304,72,0.00106130511047891,3,0.0018934,species,ERR321202,Streptococcus_salivarius_JIM8777
Veillonella parvula,29466,6,8.84420925399095e-05,1,0.000159781,species,ERR321202,Veillonella_parvula_Te3_DSM_2008
Streptococcus sp. HSISS3,1316412,8,0.000117922790053213,1,0.000193345,species,ERR321202,
[Clostridium] sordellii,1505,29,0.000427470113942896,1,0.00047209,species,ERR321202,Clostridium_sordellii_ATCC_9714
Enterococcus faecium,1352,12,0.000176884185079819,1,0.000230478,species,ERR321202,Enterococcus_faecium_TX1330
Streptococcus anginosus,1328,85,0.00125292964431538,1,0.00242099,species,ERR321202,Streptococcus_anginosus_1_2_62CV
Ruminococcus bicirculans,1160721,1919,0.0282867292640144,1,0.0374942,species,ERR321202,Ruminococcus_bicirculans_80_3
Candidatus Carsonella ruddii,114186,1,1.47403487566516e-05,1,0.000349055,species,ERR321202,
Faecalibacterium prausnitzii,853,2242,0.0330478619124128,2,0.039792,species,ERR321202,Faecalibacterium_cf_prausnitzii_KLE1255|Faecalibacterium_prausnitzii_L2_6|Faecalibacterium_prausnitzii_M21_2|Faecalibacterium_prausnitzii_SL3_3
Prevotella fusca,589436,66,0.000972863017939004,1,0.00117358,species,ERR321202,
Clostridium bornimense,1216932,11,0.000162143836323167,1,0.000176387,species,ERR321202,
Clostridium tetani,1513,22,0.000324287672646335,1,0.000445241,species,ERR321202,
Bifidobacterium thermophilum,33905,7,0.000103182441296561,1,0.000177165,species,ERR321202,Bifidobacterium_thermophilum_RBL67
Campylobacter coli,195,5,7.37017437832579e-05,1,0.000167429,species,ERR321202,Campylobacter_coli_JV20
Alistipes shahii,328814,301,0.00443684497575213,1,0.00463899,species,ERR321202,Alistipes_shahii_WAL_8301
[Eubacterium] siraeum,39492,116,0.00170988045577158,2,0.00232821,species,ERR321202,Eubacterium_siraeum_70_3|Eubacterium_siraeum_DSM_15702
Candidatus Portiera aleyrodidarum,91844,2,2.94806975133032e-05,2,0.000406406,species,ERR321202,
Cellulosilyticum lentocellum,29360,13,0.000191624533836471,1,0.000159941,species,ERR321202,Cellulosilyticum_lentocellum_DSM_5427
Clostridium scatologenes,1548,17,0.000250585928863077,1,0.000171496,species,ERR321202,
Blattabacterium sp. (Nauphoeta cinerea),1316444,2,2.94806975133032e-05,1,0.000185115,species,ERR321202,
Clostridium saccharobutylicum,169679,18,0.000265326277619729,1,0.000204393,species,ERR321202,
Parvimonas micra,33033,16,0.000235845580106425,1,0.000570372,species,ERR321202,Parvimonas_micra_ATCC_33270
Mycoplasma canadense,29554,2,2.94806975133032e-05,1,0.00016733,species,ERR321202,
Candidatus Hepatoplasma crinochetorum,295596,2,2.94806975133032e-05,1,0.000176533,species,ERR321202,
Bifidobacterium adolescentis,1680,22,0.000324287672646335,1,0.000579152,species,ERR321202,Bifidobacterium_adolescentis_ATCC_15703
Spiroplasma turonicum,216946,5,7.37017437832579e-05,1,0.000229908,species,ERR321202,
Bacteroides thetaiotaomicron,818,2250,0.0331657847024661,1,0.020736,species,ERR321202,Bacteroides_thetaiotaomicron_VPI_5482
butyrate-producing bacterium SM4/1,245012,16,0.000235845580106425,1,0.000298502,species,ERR321202,
Prevotella ruminicola,839,135,0.00198994708214796,1,0.00216325,species,ERR321202,Prevotella_ruminicola_23
[Ruminococcus] torques,33039,574,0.00846096018631801,1,0.00996265,species,ERR321202,Ruminococcus_torques_ATCC_27756|Ruminococcus_torques_L2_14
Prevotella intermedia,28131,60,0.000884420925399095,1,0.00128915,species,ERR321202,Prevotella_intermedia_17|Prevotella_intermedia_ATCC_25611
,0,27322,0.402735808729235,0,0,species,ERR321202,
Clostridium saccharoperbutylacetonicum,36745,20,0.000683176771989752,1,0.000183006,species,ERR321204,Clostridium_saccharoperbutylacetonicum_N1_4_HMT
Prevotella dentalis,52227,41,0.00140051238257899,1,0.000746513,species,ERR321204,
Peptoniphilus sp. 1-1,875453,8,0.000273270708795901,1,0.000304649,species,ERR321204,
Thermoanaerobacterium xylanolyticum,29329,7,0.000239111870196413,1,0.000168484,species,ERR321204,
Coprococcus sp. ART55/1,751585,1165,0.0397950469684031,1,0.0227553,species,ERR321204,
Mycoplasma yeatsii,51365,6,0.000204953031596926,1,0.000408915,species,ERR321204,
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,1505596,2,6.83176771989752e-05,1,0.000162814,species,ERR321204,
Prevotella fusca,589436,7,0.000239111870196413,1,0.000130909,species,ERR321204,
Prevotella ruminicola,839,9,0.000307429547395389,1,0.000151676,species,ERR321204,Prevotella_ruminicola_23
Clostridium saccharobutylicum,169679,23,0.000785653287788215,1,0.000274677,species,ERR321204,
Streptococcus salivarius,1304,12,0.000409906063193851,1,0.000334411,species,ERR321204,Streptococcus_salivarius_JIM8777
[Eubacterium] siraeum,39492,43,0.00146883005977797,2,0.000907685,species,ERR321204,Eubacterium_siraeum_70_3|Eubacterium_siraeum_DSM_15702
Spiroplasma syrphidicola,216945,3,0.000102476515798463,1,0.00016526,species,ERR321204,
Streptococcus sp. HSISM1,1316408,13,0.000444064901793339,1,0.000339674,species,ERR321204,
Spiroplasma diminutum,216936,5,0.000170794192997438,1,0.00032265,species,ERR321204,
Streptococcus sp. HSISS2,1316411,6,0.000204953031596926,1,0.000155025,species,ERR321204,
Bifidobacterium thermophilum,33905,12,0.000409906063193851,1,0.000319421,species,ERR321204,Bifidobacterium_thermophilum_RBL67
Clostridium bornimense,1216932,33,0.00112724167378309,1,0.000556533,species,ERR321204,
Faecalibacterium prausnitzii,853,733,0.0250384286934244,2,0.0136825,species,ERR321204,Faecalibacterium_cf_prausnitzii_KLE1255|Faecalibacterium_prausnitzii_L2_6|Faecalibacterium_prausnitzii_M21_2|Faecalibacterium_prausnitzii_SL3_3
Candidatus Carsonella ruddii,114186,1,3.41588385994876e-05,1,0.000375375,species,ERR321204,
Candidatus Tachikawaea gelatinosa,1410383,3,0.000102476515798463,1,0.000258314,species,ERR321204,
Ruminococcus bicirculans,1160721,82,0.00280102476515799,1,0.00168502,species,ERR321204,Ruminococcus_bicirculans_80_3
Bacteroides coprosuis,151276,22,0.000751494449188728,1,0.00044856,species,ERR321204,
Clostridium baratii,1561,26,0.000888129803586678,1,0.000475043,species,ERR321204,
Peptoclostridium difficile,1496,268,0.00915456874466268,5,0.00392396,species,ERR321204,Clostridium_difficile_CD196|Clostridium_difficile_NAP07|Clostridium_difficile_NAP08|Clostridium_difficile_R20291
Bacteroides dorei,357276,336,0.0114773697694278,1,0.00357753,species,ERR321204,Bacteroides_dorei_DSM_17855
Faecalitalea cylindroides,39483,72,0.00245943637916311,1,0.00223313,species,ERR321204,Eubacterium_cylindroides_T2_87
[Clostridium] sordellii,1505,22,0.000751494449188728,1,0.000376662,species,ERR321204,Clostridium_sordellii_ATCC_9714
Ruminococcus champanellensis,1161942,9,0.000307429547395389,1,0.000213352,species,ERR321204,Ruminococcus_champanellensis_18P13
Streptococcus sp. HSISS3,1316412,7,0.000239111870196413,1,0.000177927,species,ERR321204,
Veillonella parvula,29466,32,0.0010930828351836,2,0.000905774,species,ERR321204,Veillonella_parvula_Te3_DSM_2008
Clostridium tetani,1513,14,0.000478223740392827,2,0.000297602,species,ERR321204,
Halanaerobium praevalens,2331,7,0.000239111870196413,1,0.000184908,species,ERR321204,
Barnesiella viscericola,397865,88,0.00300597779675491,1,0.00174464,species,ERR321204,
butyrate-producing bacterium SS3/4,245014,157,0.00536293766011956,1,0.00265952,species,ERR321204,
Roseburia intestinalis,166486,546,0.0186507258753202,2,0.00790193,species,ERR321204,Roseburia_intestinalis_L1_82
Brachyspira pilosicoli,52584,37,0.00126387702818104,1,0.000781098,species,ERR321204,Brachyspira_pilosicoli_B2904
Acholeplasma palmae,38986,8,0.000273270708795901,1,0.000313982,species,ERR321204,
Lactococcus lactis,1358,28,0.000956447480785653,2,0.00066067,species,ERR321204,
Alistipes finegoldii,214856,33,0.00112724167378309,1,0.000539066,species,ERR321204,Alistipes_finegoldii_DSM_17242
Acholeplasma laidlawii,2148,6,0.000204953031596926,1,0.00024449,species,ERR321204,
Clostridium botulinum,1491,30,0.00102476515798463,3,0.000500444,species,ERR321204,Clostridium_botulinum_A_str_ATCC_19397|Clostridium_botulinum_A_str_ATCC_3502|Clostridium_botulinum_A_str_Hall|Clostridium_botulinum_Bf|Clostridium_botulinum_E1_str_BoNT_E_Beluga|Clostridium_botulinum_F_str_230613
Butyrivibrio proteoclasticus,43305,10,0.000341588385994876,1,0.000138481,species,ERR321204,
Acidaminococcus fermentans,905,6,0.000204953031596926,1,0.000157097,species,ERR321204,Acidaminococcus_fermentans_DSM_20731
Prevotella melaninogenica,28132,14,0.000478223740392827,1,0.000269546,species,ERR321204,Prevotella_melaninogenica_ATCC_25845
[Clostridium] sticklandii,1511,6,0.000204953031596926,1,0.000134784,species,ERR321204,Clostridium_sticklandii_DSM_519
Candidatus Portiera aleyrodidarum,91844,3,0.000102476515798463,1,0.000652028,species,ERR321204,
Mageeibacillus indolicus,884684,7,0.000239111870196413,1,0.000235945,species,ERR321204,
Clostridium perfringens,1502,80,0.00273270708795901,2,0.0015182,species,ERR321204,Clostridium_perfringens_ATCC_13124
Parvimonas micra,33033,10,0.000341588385994876,1,0.000374921,species,ERR321204,Parvimonas_micra_ATCC_33270
Anaerostipes hadrus,649756,1553,0.0530486763450043,1,0.0304139,species,ERR321204,Anaerostipes_hadrus_DSM_3319
Candidatus Arthromitus sp. SFB-rat-Yit,1041504,4,0.00013663535439795,1,0.000160997,species,ERR321204,
Clostridium sp. SY8519,1042156,25,0.00085397096498719,1,0.000537779,species,ERR321204,Clostridium_sp_SY8519
Onion yellows phytoplasma,100379,2,6.83176771989752e-05,1,0.000143009,species,ERR321204,
Bacteroides fragilis,817,476,0.0162596071733561,3,0.0054696,species,ERR321204,Bacteroides_fragilis_3_1_12|Bacteroides_fragilis_638R|Bacteroides_fragilis_NCTC_9343|Bacteroides_fragilis_YCH46
[Ruminococcus] torques,33039,482,0.016464560204953,1,0.00879857,species,ERR321204,Ruminococcus_torques_ATCC_27756|Ruminococcus_torques_L2_14
Fusobacterium nucleatum,851,19,0.000649017933390265,3,0.000527075,species,ERR321204,Fusobacterium_nucleatum_subsp_animalis_3_1_33|Fusobacterium_nucleatum_subsp_animalis_7_1|Fusobacterium_nucleatum_subsp_animalis_D11|Fusobacterium_nucleatum_subsp_vincentii_3_1_27|Fusobacterium_nucleatum_subsp_vincentii_3_1_36A2|Fusobacterium_nucleatum_subsp_vincentii_4_1_13|Fusobacterium_sp_4_8
Mycoplasma gallinaceum,29556,2,6.83176771989752e-05,1,0.000144326,species,ERR321204,
Mycoplasma penetrans,28227,4,0.00013663535439795,1,0.000179592,species,ERR321204,
Acholeplasma oculi,35623,6,0.000204953031596926,1,0.000230606,species,ERR321204,
Bacteroides thetaiotaomicron,818,356,0.0121605465414176,1,0.00345059,species,ERR321204,Bacteroides_thetaiotaomicron_VPI_5482
Mycoplasma hominis,2098,7,0.000239111870196413,1,0.000641676,species,ERR321204,Mycoplasma_hominis_ATCC_23114
Akkermansia muciniphila,239935,6,0.000204953031596926,1,0.000137382,species,ERR321204,Akkermansia_muciniphila_ATCC_BAA_835
[Eubacterium] eligens,39485,570,0.0194705380017079,1,0.0122801,species,ERR321204,Eubacterium_eligens_ATCC_27750
Spiroplasma cantharicola,362837,4,0.00013663535439795,1,0.000206854,species,ERR321204,
Sneathia sp. Sn35,1069640,5,0.000170794192997438,1,0.000229285,species,ERR321204,
Clostridium novyi,1542,13,0.000444064901793339,1,0.000311259,species,ERR321204,
Clostridium sp. DL-VIII,641107,20,0.000683176771989752,1,0.000188348,species,ERR321204,
Methanobrevibacter smithii,2173,3451,0.117882152006832,1,0.113596,species,ERR321204,Methanobrevibacter_smithii_ATCC_35061
Spiroplasma chrysopicola,216933,7,0.000239111870196413,1,0.000380123,species,ERR321204,
Streptococcus suis,1307,17,0.00058070025619129,1,0.000508824,species,ERR321204,
Bacteroides vulgatus,821,1110,0.0379163108454313,1,0.013114,species,ERR321204,Bacteroides_vulgatus_ATCC_8482
Parabacteroides distasonis,823,427,0.0145858240819812,1,0.00541362,species,ERR321204,Parabacteroides_distasonis_ATCC_8503
Bacteroides helcogenes,290053,21,0.00071733561058924,1,0.000320338,species,ERR321204,
Gottschalkia acidurici,1556,11,0.000375747224594364,1,0.000215876,species,ERR321204,
Prevotella intermedia,28131,7,0.000239111870196413,1,0.00015818,species,ERR321204,Prevotella_intermedia_17|Prevotella_intermedia_ATCC_25611
Clostridium cellulovorans,1493,15,0.000512382578992314,1,0.000173881,species,ERR321204,
Roseburia hominis,301301,303,0.0103501280956447,1,0.00514542,species,ERR321204,Roseburia_hominis_A2_183
Wigglesworthia glossinidia,51229,2,6.83176771989752e-05,1,0.000169554,species,ERR321204,
Candidatus Sulcia muelleri,336810,1,3.41588385994876e-05,1,0.000220229,species,ERR321204,
[Clostridium] saccharolyticum,84030,28,0.000956447480785653,2,0.000405092,species,ERR321204,
Eubacterium rectale,39491,4378,0.149547395388557,3,0.0763528,species,ERR321204,Eubacterium_rectale_ATCC_33656|Eubacterium_rectale_M104_1
[Eubacterium] cellulosolvens,29322,8,0.000273270708795901,1,0.00014418,species,ERR321204,Eubacterium_cellulosolvens_6
Bacteroides xylanisolvens,371601,290,0.00990606319385141,1,0.0029601,species,ERR321204,Bacteroides_ovatus_SD_CC_2a|Bacteroides_xylanisolvens_SD_CC_1b|Bacteroides_xylanisolvens_XB1A
Blautia obeum,40520,569,0.0194363791631085,1,0.00923728,species,ERR321204,Blautia_obeum_ATCC_29174|Ruminococcus_obeum_A2_162
Ruminococcus bromii,40518,116,0.00396242527754056,1,0.00314617,species,ERR321204,Ruminococcus_bromii_L2_63
Ruminococcus sp. SR1/5,657323,161,0.00549957301451751,1,0.00276991,species,ERR321204,Ruminococcus_sp_SR1_5
Bacteroides salanitronis,376805,53,0.00181041844577284,1,0.000750343,species,ERR321204,
Spiroplasma litorale,216942,3,0.000102476515798463,1,0.000149324,species,ERR321204,
Odoribacter splanchnicus,28118,403,0.0137660119555935,1,0.00559686,species,ERR321204,Odoribacter_splanchnicus_1651_6_DSM_20712
Alistipes shahii,328814,95,0.00324508966695132,1,0.00153986,species,ERR321204,Alistipes_shahii_WAL_8301
Coprococcus catus,116085,350,0.0119555935098207,1,0.00606069,species,ERR321204,Coprococcus_catus_GD_7
,0,9777,0.33397096498719,0,0,species,ERR321204,
Barnesiella viscericola,397865,490,0.00315457413249211,1,0.00907745,species,ERR321208,
Coprococcus sp. ART55/1,751585,237,0.00152578381510333,1,0.00432564,species,ERR321208,
Coprococcus catus,116085,907,0.00583918109830683,1,0.0146759,species,ERR321208,Coprococcus_catus_GD_7
Alistipes shahii,328814,521,0.00335414923067019,1,0.00789118,species,ERR321208,Alistipes_shahii_WAL_8301
Odoribacter splanchnicus,28118,3822,0.0246056782334385,1,0.0495992,species,ERR321208,Odoribacter_splanchnicus_1651_6_DSM_20712
Bacteroides helcogenes,290053,643,0.00413957381059679,1,0.00916526,species,ERR321208,
Streptococcus anginosus,1328,10,6.43790639284105e-05,1,0.000279912,species,ERR321208,Streptococcus_anginosus_1_2_62CV
Eubacterium rectale,39491,6309,0.0406167514324342,3,0.102815,species,ERR321208,Eubacterium_rectale_ATCC_33656|Eubacterium_rectale_M104_1
Bifidobacterium bifidum,1681,37,0.000238202536535119,1,0.000948435,species,ERR321208,Bifidobacterium_bifidum_BGN4|Bifidobacterium_bifidum_NCIMB_41171|Bifidobacterium_bifidum_PRL2010|Bifidobacterium_bifidum_S17
Bifidobacterium breve,1685,20,0.000128758127856821,1,0.000488912,species,ERR321208,Bifidobacterium_breve_HPH0326|Bifidobacterium_breve_UCC2003_NCIMB8807
Streptococcus sp. HSISS2,1316411,36,0.000231764630142278,1,0.000869156,species,ERR321208,
Ruminococcus sp. SR1/5,657323,1636,0.010532414858688,1,0.0263007,species,ERR321208,Ruminococcus_sp_SR1_5
Bifidobacterium thermophilum,33905,17,0.000109444408678298,1,0.000422841,species,ERR321208,Bifidobacterium_thermophilum_RBL67
Ruminococcus bicirculans,1160721,17,0.000109444408678298,1,0.000326426,species,ERR321208,Ruminococcus_bicirculans_80_3
Bacteroides xylanisolvens,371601,13572,0.0873752655636387,1,0.129449,species,ERR321208,Bacteroides_ovatus_SD_CC_2a|Bacteroides_xylanisolvens_SD_CC_1b|Bacteroides_xylanisolvens_XB1A
Faecalitalea cylindroides,39483,699,0.00450009656859589,1,0.0202583,species,ERR321208,Eubacterium_cylindroides_T2_87
Bacteroides dorei,357276,22427,0.144382926672246,1,0.223131,species,ERR321208,Bacteroides_dorei_DSM_17855
Sneathia sp. Sn35,1069640,7,4.50653447498873e-05,1,0.000299949,species,ERR321208,
Roseburia hominis,301301,593,0.00381767849095474,1,0.00940975,species,ERR321208,Roseburia_hominis_A2_183
Lactobacillus ruminis,1623,13,8.36927831069336e-05,1,0.000358551,species,ERR321208,Lactobacillus_ruminis_ATCC_25644
Clostridium sp. SY8519,1042156,66,0.000424901821927509,1,0.00132664,species,ERR321208,Clostridium_sp_SY8519
butyrate-producing bacterium SS3/4,245014,1210,0.00778986673533767,1,0.0191529,species,ERR321208,
Roseburia intestinalis,166486,8541,0.0549861585012554,2,0.115503,species,ERR321208,Roseburia_intestinalis_L1_82
[Eubacterium] siraeum,39492,85,0.000547222043391489,2,0.00167661,species,ERR321208,Eubacterium_siraeum_70_3|Eubacterium_siraeum_DSM_15702
Bacteroides fragilis,817,2462,0.0158501255391747,4,0.026468,species,ERR321208,Bacteroides_fragilis_3_1_12|Bacteroides_fragilis_638R|Bacteroides_fragilis_NCTC_9343|Bacteroides_fragilis_YCH46
Anaerostipes hadrus,649756,2060,0.0132620871692526,1,0.0376976,species,ERR321208,Anaerostipes_hadrus_DSM_3319
Bifidobacterium kashiwanohense,630129,11,7.08169703212515e-05,1,0.000268266,species,ERR321208,Bifidobacterium_kashiwanohense_DSM_21854
Peptoclostridium difficile,1496,293,0.00188630657310243,4,0.00405533,species,ERR321208,Clostridium_difficile_CD196|Clostridium_difficile_NAP07|Clostridium_difficile_NAP08|Clostridium_difficile_R20291
Akkermansia muciniphila,239935,55,0.000354084851606258,1,0.00117676,species,ERR321208,Akkermansia_muciniphila_ATCC_BAA_835
Faecalibacterium prausnitzii,853,2833,0.0182385888109187,2,0.0494144,species,ERR321208,Faecalibacterium_cf_prausnitzii_KLE1255|Faecalibacterium_prausnitzii_L2_6|Faecalibacterium_prausnitzii_M21_2|Faecalibacterium_prausnitzii_SL3_3
Ruminococcus bromii,40518,163,0.00104937874203309,1,0.00413101,species,ERR321208,Ruminococcus_bromii_L2_63
Ruminococcus champanellensis,1161942,21,0.000135196034249662,1,0.000465178,species,ERR321208,Ruminococcus_champanellensis_18P13
